sentence,sentiment,lem_words,lem_tags,word_tags
This was a great surprise.,2,be great surprise,VB JJ NN,"['be/VB', 'great/JJ', 'surprise/NN']"
It was wonderful.,2,be wonderful,VB JJ,"['be/VB', 'wonderful/JJ']"
"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",2,have different beer offer thier guest make husband very happy food be delicious recommend dish be pumkin tortelini,VB JJ NN VB JJ NN VB NN RB JJ NN VB JJ VB NN VB NN NN,"['have/VB', 'different/JJ', 'beer/NN', 'offer/VB', 'thier/JJ', 'guest/NN', 'make/VB', 'husband/NN', 'very/RB', 'happy/JJ', 'food/NN', 'be/VB', 'delicious/JJ', 'recommend/VB', 'dish/NN', 'be/VB', 'pumkin/NN', 'tortelini/NN']"
"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",2,still quibble bill be off set pour own measure liquer be courtesey house,RB NN NN VB RB NN NN JJ NN NN VB NN NN,"['still/RB', 'quibble/NN', 'bill/NN', 'be/VB', 'off/RB', 'set/NN', 'pour/NN', 'own/JJ', 'measure/NN', 'liquer/NN', 'be/VB', 'courtesey/NN', 'house/NN']"
Great sushi experience.,2,great sushi experience,JJ NN NN,"['great/JJ', 'sushi/NN', 'experience/NN']"
A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.,2,restaurant doesn try do anything serve great food great service pleasant atmosphere,NN VB NN VB NN NN JJ NN JJ NN JJ NN,"['restaurant/NN', 'doesn/VB', 'try/NN', 'do/VB', 'anything/NN', 'serve/NN', 'great/JJ', 'food/NN', 'great/JJ', 'service/NN', 'pleasant/JJ', 'atmosphere/NN']"
A little overpriced but worth it once you take a bite.,2,little overpriced worth once take bite,JJ JJ JJ RB VB NN,"['little/JJ', 'overpriced/JJ', 'worth/JJ', 'once/RB', 'take/VB', 'bite/NN']"
"i've been to sapphire twice and both times the food was fine, if not good.",2,have be sapphire twice time food be fine not good,VB VB VB RB NN NN VB JJ RB JJ,"['have/VB', 'be/VB', 'sapphire/VB', 'twice/RB', 'time/NN', 'food/NN', 'be/VB', 'fine/JJ', 'not/RB', 'good/JJ']"
"For authentic Thai food, look no further than Toons.",2,authentic thai food look further toon,JJ NN NN VB RB NN,"['authentic/JJ', 'thai/NN', 'food/NN', 'look/VB', 'further/RB', 'toon/NN']"
I would highly recommend this place!,2,highly recommend place,RB VB NN,"['highly/RB', 'recommend/VB', 'place/NN']"
and yes Dal Bukhara is so dam good and so are all the kababs.,2,yes dal bukhara be dam good so be kabab,RB JJ NN VB NN JJ RB VB NN,"['yes/RB', 'dal/JJ', 'bukhara/NN', 'be/VB', 'dam/NN', 'good/JJ', 'so/RB', 'be/VB', 'kabab/NN']"
The owner and staff are all Japanese as well and that adds to the entire ambiance.,2,owner staff be japanese as well add entire ambiance,NN NN VB RB RB RB VB JJ NN,"['owner/NN', 'staff/NN', 'be/VB', 'japanese/RB', 'as/RB', 'well/RB', 'add/VB', 'entire/JJ', 'ambiance/NN']"
Mermaid Inn is an overall good restaurant with really good seafood.,2,mermaid inn be overall good restaurant really good seafood,NN NN VB JJ JJ NN RB JJ NN,"['mermaid/NN', 'inn/NN', 'be/VB', 'overall/JJ', 'good/JJ', 'restaurant/NN', 'really/RB', 'good/JJ', 'seafood/NN']"
The food is so cheap and the waiters are nice.,2,food be so cheap waiter be nice,NN VB RB JJ NN VB JJ,"['food/NN', 'be/VB', 'so/RB', 'cheap/JJ', 'waiter/NN', 'be/VB', 'nice/JJ']"
"The dishes offered were unique, very tasty and fresh from the lamb sausages, sardines with biscuits, large whole shrimp to the amazing pistachio ice cream (the best and freshest I've ever had).",2,dish offer be unique very tasty fresh lamb sausage sardine biscuit large whole shrimp amazing pistachio ice cream best freshest ve ever have,NN VB VB JJ RB JJ JJ NN NN NN NN JJ JJ NN JJ JJ NN NN JJ VB NN RB VB,"['dish/NN', 'offer/VB', 'be/VB', 'unique/JJ', 'very/RB', 'tasty/JJ', 'fresh/JJ', 'lamb/NN', 'sausage/NN', 'sardine/NN', 'biscuit/NN', 'large/JJ', 'whole/JJ', 'shrimp/NN', 'amazing/JJ', 'pistachio/JJ', 'ice/NN', 'cream/NN', 'best/JJ', 'freshest/VB', 've/NN', 'ever/RB', 'have/VB']"
Myagi is one of my favorite restaurants in the City; the place the negative reviews describe sound like they were somewhere else.,2,myagi be favorite restaurant city place negative reviews describe sound be somewhere else,NN VB JJ NN NN NN JJ NN NN NN VB RB RB,"['myagi/NN', 'be/VB', 'favorite/JJ', 'restaurant/NN', 'city/NN', 'place/NN', 'negative/JJ', 'reviews/NN', 'describe/NN', 'sound/NN', 'be/VB', 'somewhere/RB', 'else/RB']"
Go hungry and enjoy.,2,go hungry enjoy,VB JJ NN,"['go/VB', 'hungry/JJ', 'enjoy/NN']"
"I can't wait for summer, when they serve outside on their gigantic patio.",2,wait summer serve gigantic patio,VB NN VB JJ NN,"['wait/VB', 'summer/NN', 'serve/VB', 'gigantic/JJ', 'patio/NN']"
"On a recent Sunday afternoon, a friend and I accidently found this great restaurant on our way to see the pulitzer prize winning play DOUBT.",2,recent sunday afternoon friend accidently find great restaurant way see pulitzer prize play doubt,JJ NN NN NN RB VB JJ NN NN VB NN NN VB NN,"['recent/JJ', 'sunday/NN', 'afternoon/NN', 'friend/NN', 'accidently/RB', 'find/VB', 'great/JJ', 'restaurant/NN', 'way/NN', 'see/VB', 'pulitzer/NN', 'prize/NN', 'play/VB', 'doubt/NN']"
"I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.",2,come family pizzeria owner almost ashamed say pizza fornino blow family receipy away,VB NN NN NN RB JJ VB NN NN NN NN NN RB,"['come/VB', 'family/NN', 'pizzeria/NN', 'owner/NN', 'almost/RB', 'ashamed/JJ', 'say/VB', 'pizza/NN', 'fornino/NN', 'blow/NN', 'family/NN', 'receipy/NN', 'away/RB']"
You cannot go wrong with this place.,2,go wrong place,VB JJ NN,"['go/VB', 'wrong/JJ', 'place/NN']"
"The first time the sushi was outstanding, the second time it was a little bland.",2,first time sushi be outstanding second time be little bland,JJ NN NN VB JJ JJ NN VB JJ JJ,"['first/JJ', 'time/NN', 'sushi/NN', 'be/VB', 'outstanding/JJ', 'second/JJ', 'time/NN', 'be/VB', 'little/JJ', 'bland/JJ']"
"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",2,try congee donut deep fried dough call ow ley soh delicious sweet taste bread,VB NN NN JJ JJ NN VB JJ NN VB JJ JJ VB NN,"['try/VB', 'congee/NN', 'donut/NN', 'deep/JJ', 'fried/JJ', 'dough/NN', 'call/VB', 'ow/JJ', 'ley/NN', 'soh/VB', 'delicious/JJ', 'sweet/JJ', 'taste/VB', 'bread/NN']"
"delicious bagels, especially when right out of the oven.",2,delicious bagel especially right oven,JJ NN RB RB NN,"['delicious/JJ', 'bagel/NN', 'especially/RB', 'right/RB', 'oven/NN']"
It's simply the best meal in NYC.,2,simply best meal nyc,RB JJ NN NN,"['simply/RB', 'best/JJ', 'meal/NN', 'nyc/NN']"
It is a lot of fun with live entertainment and all kinds of Disney type special effects.,2,be lot fun live entertainment kind disney type special effect,VB NN NN JJ NN NN NN NN JJ NN,"['be/VB', 'lot/NN', 'fun/NN', 'live/JJ', 'entertainment/NN', 'kind/NN', 'disney/NN', 'type/NN', 'special/JJ', 'effect/NN']"
Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese....both very tasty.,2,enjoy very nice caesar salad wife have arugula goat cheese very tasty,VB RB JJ NN NN NN VB NN NN NN RB JJ,"['enjoy/VB', 'very/RB', 'nice/JJ', 'caesar/NN', 'salad/NN', 'wife/NN', 'have/VB', 'arugula/NN', 'goat/NN', 'cheese/NN', 'very/RB', 'tasty/JJ']"
"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!",2,just cheap do not mean portion be small food be nasty be great,RB RB VB RB VB NN VB JJ NN VB JJ VB JJ,"['just/RB', 'cheap/RB', 'do/VB', 'not/RB', 'mean/VB', 'portion/NN', 'be/VB', 'small/JJ', 'food/NN', 'be/VB', 'nasty/JJ', 'be/VB', 'great/JJ']"
I think I've had some the best meals of my life at minnow.,2,think ve have best meal life minnow,VB NN VB JJ NN NN RB,"['think/VB', 've/NN', 'have/VB', 'best/JJ', 'meal/NN', 'life/NN', 'minnow/RB']"
It was pretty inexpensive too.,2,be pretty inexpensive too,VB JJ JJ RB,"['be/VB', 'pretty/JJ', 'inexpensive/JJ', 'too/RB']"
Myagi is one of my favorite restaurants in the City; the place the negative reviews describe sound like they were somewhere else.,2,myagi be favorite restaurant city place negative reviews describe sound be somewhere else,NN VB JJ NN NN NN JJ NN NN NN VB RB RB,"['myagi/NN', 'be/VB', 'favorite/JJ', 'restaurant/NN', 'city/NN', 'place/NN', 'negative/JJ', 'reviews/NN', 'describe/NN', 'sound/NN', 'be/VB', 'somewhere/RB', 'else/RB']"
The place is so cool and the service is prompt and curtious.,2,place be so cool service be prompt curtious,NN VB RB JJ NN VB JJ JJ,"['place/NN', 'be/VB', 'so/RB', 'cool/JJ', 'service/NN', 'be/VB', 'prompt/JJ', 'curtious/JJ']"
"This is some really good, inexpensive sushi.",2,be really good inexpensive sushi,VB RB JJ JJ NN,"['be/VB', 'really/RB', 'good/JJ', 'inexpensive/JJ', 'sushi/NN']"
"Yes, the prices are high, but I felt it was worth it.",2,yes price be high felt be worth,RB NN VB JJ NN VB JJ,"['yes/RB', 'price/NN', 'be/VB', 'high/JJ', 'felt/NN', 'be/VB', 'worth/JJ']"
Finally a reliable Chinese restaurant!,2,finally reliable chinese restaurant,RB JJ JJ NN,"['finally/RB', 'reliable/JJ', 'chinese/JJ', 'restaurant/NN']"
The food is great and reasonably priced.,2,food be great reasonably price,NN VB JJ RB VB,"['food/NN', 'be/VB', 'great/JJ', 'reasonably/RB', 'price/VB']"
"Good spreads, great beverage selections and bagels really tasty.",2,good spread great beverage selection bagel really tasty,JJ NN JJ NN NN NN RB JJ,"['good/JJ', 'spread/NN', 'great/JJ', 'beverage/NN', 'selection/NN', 'bagel/NN', 'really/RB', 'tasty/JJ']"
"Most of the servers are very attentive, friendly and quite attractive.",2,most server be very attentive friendly quite attractive,JJ NN VB RB JJ JJ RB JJ,"['most/JJ', 'server/NN', 'be/VB', 'very/RB', 'attentive/JJ', 'friendly/JJ', 'quite/RB', 'attractive/JJ']"
Very cozy and warm inside.....,2,very cozy warm inside,RB JJ JJ NN,"['very/RB', 'cozy/JJ', 'warm/JJ', 'inside/NN']"
This dish is my favorite and I always get it when I go there and never get tired of it.,2,dish be favorite always get go there never get tired,NN VB JJ RB VB VB RB RB VB JJ,"['dish/NN', 'be/VB', 'favorite/JJ', 'always/RB', 'get/VB', 'go/VB', 'there/RB', 'never/RB', 'get/VB', 'tired/JJ']"
"It melted in my little mouth and the perfect consistency-not too fishy, creamy, and slightly buttery.",2,melt little mouth perfect consistency not too fishy creamy slightly buttery,VB JJ NN JJ NN RB RB JJ JJ RB JJ,"['melt/VB', 'little/JJ', 'mouth/NN', 'perfect/JJ', 'consistency/NN', 'not/RB', 'too/RB', 'fishy/JJ', 'creamy/JJ', 'slightly/RB', 'buttery/JJ']"
They were served warm and had a soft fluffy interior.,2,be served warm have soft fluffy interior,VB JJ NN VB JJ JJ NN,"['be/VB', 'served/JJ', 'warm/NN', 'have/VB', 'soft/JJ', 'fluffy/JJ', 'interior/NN']"
"whoever the jazz duo was, they were on POINT.",2,jazz duo be be point,NN NN VB VB NN,"['jazz/NN', 'duo/NN', 'be/VB', 'be/VB', 'point/NN']"
This place is so much fun.,2,place be so much fun,NN VB RB JJ NN,"['place/NN', 'be/VB', 'so/RB', 'much/JJ', 'fun/NN']"
Our food was great too!,2,food be great too,NN VB JJ RB,"['food/NN', 'be/VB', 'great/JJ', 'too/RB']"
It is expensive but well worth the money.,2,be expensive well money,VB JJ RB NN,"['be/VB', 'expensive/JJ', 'well/RB', 'money/NN']"
The place was nice and calm.,2,place be nice calm,NN VB JJ VB,"['place/NN', 'be/VB', 'nice/JJ', 'calm/VB']"
noodles with shrimp and chicken and coconut juice is the MUST!,2,noodle shrimp chicken coconut juice be,NN NN NN NN NN VB,"['noodle/NN', 'shrimp/NN', 'chicken/NN', 'coconut/NN', 'juice/NN', 'be/VB']"
I'm going back.,2,go back,VB RB,"['go/VB', 'back/RB']"
The bar is very well stocked with interesting beers and well priced wines.,2,bar be very well stock interesting beer well price wine,NN VB RB RB VB JJ NN RB VB NN,"['bar/NN', 'be/VB', 'very/RB', 'well/RB', 'stock/VB', 'interesting/JJ', 'beer/NN', 'well/RB', 'price/VB', 'wine/NN']"
"Good spreads, great beverage selections and bagels really tasty.",2,good spread great beverage selection bagel really tasty,JJ NN JJ NN NN NN RB JJ,"['good/JJ', 'spread/NN', 'great/JJ', 'beverage/NN', 'selection/NN', 'bagel/NN', 'really/RB', 'tasty/JJ']"
"Have eaten at Ginger House several times, and it's always good.",2,have eat ginger house several time always good,VB VB NN NN JJ NN RB JJ,"['have/VB', 'eat/VB', 'ginger/NN', 'house/NN', 'several/JJ', 'time/NN', 'always/RB', 'good/JJ']"
"The food is amazing, rich pastas and fresh doughy pizza.",2,food be amazing rich pasta fresh doughy pizza,NN VB JJ JJ NN JJ NN NN,"['food/NN', 'be/VB', 'amazing/JJ', 'rich/JJ', 'pasta/NN', 'fresh/JJ', 'doughy/NN', 'pizza/NN']"
"Try everything for that matter, it is all good.",2,try everything matter be good,NN NN NN VB JJ,"['try/NN', 'everything/NN', 'matter/NN', 'be/VB', 'good/JJ']"
I pray it stays open forever.,2,pray stay open forever,VB VB JJ RB,"['pray/VB', 'stay/VB', 'open/JJ', 'forever/RB']"
"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.",2,go here lunch couple week saturday be thoroughly impress food,VB RB NN NN NN NN VB RB VB NN,"['go/VB', 'here/RB', 'lunch/NN', 'couple/NN', 'week/NN', 'saturday/NN', 'be/VB', 'thoroughly/RB', 'impress/VB', 'food/NN']"
The food is prepared quickly and efficiently.,2,food be prepare quickly efficiently,NN VB VB RB RB,"['food/NN', 'be/VB', 'prepare/VB', 'quickly/RB', 'efficiently/RB']"
This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,2,be frist time cafe st bart say delicous food service be,VB JJ NN NN NN NN VB JJ NN NN VB,"['be/VB', 'frist/JJ', 'time/NN', 'cafe/NN', 'st/NN', 'bart/NN', 'say/VB', 'delicous/JJ', 'food/NN', 'service/NN', 'be/VB']"
I lOVE THIS PLACE!,2,love place,NN NN,"['love/NN', 'place/NN']"
Service was good and food is wonderful.,2,service be good food be wonderful,NN VB JJ NN VB JJ,"['service/NN', 'be/VB', 'good/JJ', 'food/NN', 'be/VB', 'wonderful/JJ']"
I will go back to Suan soon!,2,go back suan soon,VB RB VB RB,"['go/VB', 'back/RB', 'suan/VB', 'soon/RB']"
"I got the $10 10-piece dim sum combo, every bite of which was great.",2,get piece dim sum combo bite be great,VB NN JJ NN NN NN VB JJ,"['get/VB', 'piece/NN', 'dim/JJ', 'sum/NN', 'combo/NN', 'bite/NN', 'be/VB', 'great/JJ']"
"However, I think this place is a good hang out spot.",2,however think place be good hang spot,RB NN NN VB JJ NN NN,"['however/RB', 'think/NN', 'place/NN', 'be/VB', 'good/JJ', 'hang/NN', 'spot/NN']"
"However, I think Jeckll and Hydes t is one of those places that is fun to do once.",2,however think jeckll hyde be place be fun do once,RB NN NN VB VB NN VB NN VB RB,"['however/RB', 'think/NN', 'jeckll/NN', 'hyde/VB', 'be/VB', 'place/NN', 'be/VB', 'fun/NN', 'do/VB', 'once/RB']"
"stick with the chicken, beef, and lamb dishes.",2,stick chicken beef lamb dish,NN NN NN NN NN,"['stick/NN', 'chicken/NN', 'beef/NN', 'lamb/NN', 'dish/NN']"
"Great food, great decor, great service.",2,great food great decor great service,JJ NN JJ NN JJ NN,"['great/JJ', 'food/NN', 'great/JJ', 'decor/NN', 'great/JJ', 'service/NN']"
"By far, the best pizza in Manhattan.",2,far best pizza manhattan,RB JJ NN JJ,"['far/RB', 'best/JJ', 'pizza/NN', 'manhattan/JJ']"
Wonderful strawberry daiquiries as well!,2,wonderful strawberry daiquiry as well,JJ NN NN RB RB,"['wonderful/JJ', 'strawberry/NN', 'daiquiry/NN', 'as/RB', 'well/RB']"
The food is great and they have a good selecion of wines at reasonable prices.,2,food be great have good selecion wine reasonable price,NN VB JJ VB JJ NN NN JJ NN,"['food/NN', 'be/VB', 'great/JJ', 'have/VB', 'good/JJ', 'selecion/NN', 'wine/NN', 'reasonable/JJ', 'price/NN']"
I have to say that I am pleasantly suprised and I will most likely stop in again if I am in the neighborhood.,2,have say be pleasantly suprised most likely stop again be neighborhood,VB VB VB RB JJ RB RB VB RB VB NN,"['have/VB', 'say/VB', 'be/VB', 'pleasantly/RB', 'suprised/JJ', 'most/RB', 'likely/RB', 'stop/VB', 'again/RB', 'be/VB', 'neighborhood/NN']"
The sangria was pretty tasty and good on a hot muggy day.,2,sangria be pretty tasty good hot muggy day,NN VB JJ JJ JJ JJ JJ NN,"['sangria/NN', 'be/VB', 'pretty/JJ', 'tasty/JJ', 'good/JJ', 'hot/JJ', 'muggy/JJ', 'day/NN']"
Thank You Emilio.,2,thank emilio,NN NN,"['thank/NN', 'emilio/NN']"
"The food was very good, a great deal, and the place its self was great.",2,food be very good great deal place self be great,NN VB RB JJ JJ NN NN NN VB JJ,"['food/NN', 'be/VB', 'very/RB', 'good/JJ', 'great/JJ', 'deal/NN', 'place/NN', 'self/NN', 'be/VB', 'great/JJ']"
Have frequented 'ino for several years and the food remains excellent.,2,have frequent ino several year food remain excellent,VB VB NN JJ NN NN VB JJ,"['have/VB', 'frequent/VB', 'ino/NN', 'several/JJ', 'year/NN', 'food/NN', 'remain/VB', 'excellent/JJ']"
"(The asparagus, truffle oil, parmesan bruschetta is a winner!)",2,asparagus truffle oil parmesan bruschetta be winner,NN NN NN NN NN VB NN,"['asparagus/NN', 'truffle/NN', 'oil/NN', 'parmesan/NN', 'bruschetta/NN', 'be/VB', 'winner/NN']"
Service is fast and friendly.,2,service be fast friendly,NN VB JJ JJ,"['service/NN', 'be/VB', 'fast/JJ', 'friendly/JJ']"
With the theater 2 blocks away we had a delicious meal in a beautiful room.,2,theater block away have delicious meal beautiful room,NN NN RB VB JJ NN JJ NN,"['theater/NN', 'block/NN', 'away/RB', 'have/VB', 'delicious/JJ', 'meal/NN', 'beautiful/JJ', 'room/NN']"
"Nice atmosphere, the service was very pleasant and the desert was good.",2,nice atmosphere service be very pleasant desert be good,JJ NN NN VB RB JJ NN VB JJ,"['nice/JJ', 'atmosphere/NN', 'service/NN', 'be/VB', 'very/RB', 'pleasant/JJ', 'desert/NN', 'be/VB', 'good/JJ']"
As always we had a great glass of wine while we waited.,2,always have great glass wine wait,RB VB JJ NN NN VB,"['always/RB', 'have/VB', 'great/JJ', 'glass/NN', 'wine/NN', 'wait/VB']"
keep up the good work.,2,keep good work,VB JJ NN,"['keep/VB', 'good/JJ', 'work/NN']"
The food is authentic Italian - delicious!,2,food be authentic italian delicious,NN VB JJ NN JJ,"['food/NN', 'be/VB', 'authentic/JJ', 'italian/NN', 'delicious/JJ']"
"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",2,fabulous decor make feel re trendy manhattan restaurant very very good food cheaply price generally friendly staff re manhattanite spend most time manhattan rice avenue make feel home very soho village upper west side expensive price pretentious clientele roosevelt avenue,JJ NN VB VB NN JJ NN NN RB RB JJ NN RB VB RB JJ NN NN NN VB RB NN JJ NN NN VB VB NN RB JJ NN JJ NN NN JJ NN JJ NN NN NN,"['fabulous/JJ', 'decor/NN', 'make/VB', 'feel/VB', 're/NN', 'trendy/JJ', 'manhattan/NN', 'restaurant/NN', 'very/RB', 'very/RB', 'good/JJ', 'food/NN', 'cheaply/RB', 'price/VB', 'generally/RB', 'friendly/JJ', 'staff/NN', 're/NN', 'manhattanite/NN', 'spend/VB', 'most/RB', 'time/NN', 'manhattan/JJ', 'rice/NN', 'avenue/NN', 'make/VB', 'feel/VB', 'home/NN', 'very/RB', 'soho/JJ', 'village/NN', 'upper/JJ', 'west/NN', 'side/NN', 'expensive/JJ', 'price/NN', 'pretentious/JJ', 'clientele/NN', 'roosevelt/NN', 'avenue/NN']"
The food is prepared quickly and efficiently.,2,food be prepare quickly efficiently,NN VB VB RB RB,"['food/NN', 'be/VB', 'prepare/VB', 'quickly/RB', 'efficiently/RB']"
I will be going back and heartily recommend it!,2,be go back heartily recommend,VB VB RB RB VB,"['be/VB', 'go/VB', 'back/RB', 'heartily/RB', 'recommend/VB']"
"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.",2,first time go be completely take live jazz band atmosphere order lobster cobb salad,JJ NN VB VB RB VB JJ NN NN NN VB NN JJ NN,"['first/JJ', 'time/NN', 'go/VB', 'be/VB', 'completely/RB', 'take/VB', 'live/JJ', 'jazz/NN', 'band/NN', 'atmosphere/NN', 'order/VB', 'lobster/NN', 'cobb/JJ', 'salad/NN']"
A classic!,2,classic,JJ,['classic/JJ']
You must try the shrimp appetizers.,2,try shrimp appetizer,VB NN NN,"['try/VB', 'shrimp/NN', 'appetizer/NN']"
The place is small and cramped but the food is fantastic.,2,place be small cramped food be fantastic,NN VB JJ JJ NN VB JJ,"['place/NN', 'be/VB', 'small/JJ', 'cramped/JJ', 'food/NN', 'be/VB', 'fantastic/JJ']"
I recieved prompt service with a smile.,2,recieve prompt service smile,VB JJ NN NN,"['recieve/VB', 'prompt/JJ', 'service/NN', 'smile/NN']"
I can't wait to go back.,2,wait go back,VB VB RB,"['wait/VB', 'go/VB', 'back/RB']"
"They have it all -- great price, food, and service.",2,have great price food service,VB JJ NN NN NN,"['have/VB', 'great/JJ', 'price/NN', 'food/NN', 'service/NN']"
If you want something really different than try Jekyll and Hyde.,2,want something really different try jekyll hyde,VB NN RB JJ NN NN NN,"['want/VB', 'something/NN', 'really/RB', 'different/JJ', 'try/NN', 'jekyll/NN', 'hyde/NN']"
Simply some good tasting Chinese food at incredible prices...,2,simply good taste chinese food incredible price,RB JJ VB JJ NN JJ NN,"['simply/RB', 'good/JJ', 'taste/VB', 'chinese/JJ', 'food/NN', 'incredible/JJ', 'price/NN']"
"The freshest, best variety, and the fastest delivery.",2,freshest variety fastest delivery,JJ NN JJ NN,"['freshest/JJ', 'variety/NN', 'fastest/JJ', 'delivery/NN']"
"The ambience was nice, but service wasn't so great.",2,ambience be nice service wasn so great,NN VB JJ NN VB RB JJ,"['ambience/NN', 'be/VB', 'nice/JJ', 'service/NN', 'wasn/VB', 'so/RB', 'great/JJ']"
Hats off to the chef.,2,hat chef,NN NN,"['hat/NN', 'chef/NN']"
Ingredients are organic which is a real plus for me.,2,ingredient be organic be real plus,NN VB JJ VB JJ NN,"['ingredient/NN', 'be/VB', 'organic/JJ', 'be/VB', 'real/JJ', 'plus/NN']"
"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",2,spectacular caviar hospitable waitstaff feel royalty enjoy second,JJ NN JJ NN VB NN VB JJ,"['spectacular/JJ', 'caviar/NN', 'hospitable/JJ', 'waitstaff/NN', 'feel/VB', 'royalty/NN', 'enjoy/VB', 'second/JJ']"
Their tuna tartar appetizer is to die for.,2,tuna tartar appetizer be die,NN NN NN VB VB,"['tuna/NN', 'tartar/NN', 'appetizer/NN', 'be/VB', 'die/VB']"
The food is excellent! ,2,food be excellent,NN VB JJ,"['food/NN', 'be/VB', 'excellent/JJ']"
The price very reasonable.,2,price very reasonable,NN RB JJ,"['price/NN', 'very/RB', 'reasonable/JJ']"
It hits the spot every time,2,hit spot time,VB NN NN,"['hit/VB', 'spot/NN', 'time/NN']"
Service was good and food is wonderful.,2,service be good food be wonderful,NN VB JJ NN VB JJ,"['service/NN', 'be/VB', 'good/JJ', 'food/NN', 'be/VB', 'wonderful/JJ']"
You cannot go wrong at the Red Eye Grill.,2,go wrong red eye grill,VB JJ JJ NN NN,"['go/VB', 'wrong/JJ', 'red/JJ', 'eye/NN', 'grill/NN']"
sometimes i get good food and ok service.,2,sometimes get good food service,RB VB JJ NN NN,"['sometimes/RB', 'get/VB', 'good/JJ', 'food/NN', 'service/NN']"
"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",2,decor be vibrant eye please several semi private both right side dining hall be great date,NN VB JJ NN VB JJ NN JJ NN JJ NN NN NN VB JJ NN,"['decor/NN', 'be/VB', 'vibrant/JJ', 'eye/NN', 'please/VB', 'several/JJ', 'semi/NN', 'private/JJ', 'both/NN', 'right/JJ', 'side/NN', 'dining/NN', 'hall/NN', 'be/VB', 'great/JJ', 'date/NN']"
We had a great time at the Jekyll and hyde Pub last night.,2,have great time jekyll hyde pub last night,VB JJ NN NN JJ NN JJ NN,"['have/VB', 'great/JJ', 'time/NN', 'jekyll/NN', 'hyde/JJ', 'pub/NN', 'last/JJ', 'night/NN']"
I've been there three times and have always had wonderful experiences.,2,have be time have always have wonderful experience,VB VB NN VB RB VB JJ NN,"['have/VB', 'be/VB', 'time/NN', 'have/VB', 'always/RB', 'have/VB', 'wonderful/JJ', 'experience/NN']"
This place is worth an one-hour drive.,2,place be one hour drive,NN VB NN NN NN,"['place/NN', 'be/VB', 'one/NN', 'hour/NN', 'drive/NN']"
And evaluated on those terms Pastis is simply wonderful.,2,evaluate term pastis be simply wonderful,VB NN NN VB RB JJ,"['evaluate/VB', 'term/NN', 'pastis/NN', 'be/VB', 'simply/RB', 'wonderful/JJ']"
"However, I think Jeckll and Hydes t is one of those places that is fun to do once.",2,however think jeckll hyde be place be fun do once,RB NN NN VB VB NN VB NN VB RB,"['however/RB', 'think/NN', 'jeckll/NN', 'hyde/VB', 'be/VB', 'place/NN', 'be/VB', 'fun/NN', 'do/VB', 'once/RB']"
Warning: You may find it difficult to dine at other Japanese restaurants after a visit to Mizu!,2,find difficult dine other japanese restaurant visit mizu,VB JJ VB JJ JJ NN NN VB,"['find/VB', 'difficult/JJ', 'dine/VB', 'other/JJ', 'japanese/JJ', 'restaurant/NN', 'visit/NN', 'mizu/VB']"
"The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests.",2,house lady dj saturday night have outrageously good taste music moreover take request,NN NN NN NN NN VB RB JJ NN NN RB VB NN,"['house/NN', 'lady/NN', 'dj/NN', 'saturday/NN', 'night/NN', 'have/VB', 'outrageously/RB', 'good/JJ', 'taste/NN', 'music/NN', 'moreover/RB', 'take/VB', 'request/NN']"
This is a wonderful place on all stand points especially value ofr money.,2,be wonderful place stand point especially value ofr money,VB JJ NN VB NN RB NN JJ NN,"['be/VB', 'wonderful/JJ', 'place/NN', 'stand/VB', 'point/NN', 'especially/RB', 'value/NN', 'ofr/JJ', 'money/NN']"
I loved everythig about it-especially the shows and actors.,2,love everythig especially show actor,VB NN RB NN NN,"['love/VB', 'everythig/NN', 'especially/RB', 'show/NN', 'actor/NN']"
I am happy i did the food was awsome.,2,be happy do food be,VB JJ VB NN VB,"['be/VB', 'happy/JJ', 'do/VB', 'food/NN', 'be/VB']"
noodles with shrimp and chicken and coconut juice is the MUST!,2,noodle shrimp chicken coconut juice be,NN NN NN NN NN VB,"['noodle/NN', 'shrimp/NN', 'chicken/NN', 'coconut/NN', 'juice/NN', 'be/VB']"
